comment,cleaned_comment,tokenized_comment,stopwords_comment,stemmed_comment,cleaned_stemmed,sentiment_prediction
"Yang Bilang Sty Out kemarin mana ??? 
pada bungkam kan lihat indonesia Libas Arab 2-0 .
makannya mau Apapun itu hasilnya pelatih staff pemain dan jajaran yang ada di timnas itu semua sudah melakukan yang sebaik baik nya . tugas kita hanya mendukung mensuport bukan saling menyalahkan .. 
goo timnass gooo garuda .. goo Piala dunia 🇲🇨🇲🇨🇲🇨",yang bilang sty out kemarin mana pada bungkam kan lihat indonesia libas arab makannya mau apapun itu hasilnya pelatih staff pemain dan jajaran yang ada di timnas itu semua sudah melakukan yang sebaik baik nya tugas kita hanya mendukung mensuport bukan saling menyalahkan goo timnass goo garuda goo piala dunia,"['yang', 'bilang', 'sty', 'out', 'kemarin', 'mana', 'pada', 'bungkam', 'kan', 'lihat', 'indonesia', 'libas', 'arab', 'makannya', 'mau', 'apapun', 'itu', 'hasilnya', 'pelatih', 'staff', 'pemain', 'dan', 'jajaran', 'yang', 'ada', 'di', 'timnas', 'itu', 'semua', 'sudah', 'melakukan', 'yang', 'sebaik', 'baik', 'nya', 'tugas', 'kita', 'hanya', 'mendukung', 'mensuport', 'bukan', 'saling', 'menyalahkan', 'goo', 'timnass', 'goo', 'garuda', 'goo', 'piala', 'dunia']","['bilang', 'sty', 'kemarin', 'bungkam', 'lihat', 'indonesia', 'libas', 'arab', 'makannya', 'apapun', 'hasilnya', 'pelatih', 'staff', 'pemain', 'jajaran', 'timnas', 'tugas', 'mendukung', 'mensuport', 'menyalahkan', 'goo', 'timnass', 'goo', 'garuda', 'goo', 'piala', 'dunia']","['bilang', 'sty', 'kemarin', 'bungkam', 'lihat', 'indonesia', 'libas', 'arab', 'makan', 'apa', 'hasil', 'latih', 'staff', 'main', 'jajar', 'timnas', 'tugas', 'dukung', 'mensuport', 'salah', 'goo', 'timnass', 'goo', 'garuda', 'goo', 'piala', 'dunia']",bilang sty kemarin bungkam lihat indonesia libas arab makan apa hasil latih staff main jajar timnas tugas dukung mensuport salah goo timnass goo garuda goo piala dunia,negative
"Terharu melihat perjuangan timnas garudaku.. sampai keluar air mata nontonya. Semangat timnas garuda ku. Ku yakin timnas bakaln  lolos 
Pildun. Terimakasi coach STY",terharu melihat perjuangan timnas garudaku sampai keluar air mata nontonya semangat timnas garuda ku ku yakin timnas bakaln lolos pildun terimakasi coach sty,"['terharu', 'melihat', 'perjuangan', 'timnas', 'garudaku', 'sampai', 'keluar', 'air', 'mata', 'nontonya', 'semangat', 'timnas', 'garuda', 'ku', 'ku', 'yakin', 'timnas', 'bakaln', 'lolos', 'pildun', 'terimakasi', 'coach', 'sty']","['terharu', 'perjuangan', 'timnas', 'garudaku', 'air', 'mata', 'nontonya', 'semangat', 'timnas', 'garuda', 'ku', 'ku', 'timnas', 'bakaln', 'lolos', 'pildun', 'terimakasi', 'coach', 'sty']","['haru', 'juang', 'timnas', 'garuda', 'air', 'mata', 'nontonya', 'semangat', 'timnas', 'garuda', 'ku', 'ku', 'timnas', 'bakaln', 'lolos', 'pildun', 'terimakasi', 'coach', 'sty']",haru juang timnas garuda air mata nontonya semangat timnas garuda ku ku timnas bakaln lolos pildun terimakasi coach sty,negative
kandang orang lo itu we❤❤❤,kandang orang anda itu we,"['kandang', 'orang', 'anda', 'itu', 'we']","['kandang', 'orang']","['kandang', 'orang']",kandang orang,negative
"Timnas pake Jersey merah seperti MU bapuk,, Jersey putih seperti real Madrid 🎉",timnas pake jersey merah seperti mu bapuk jersey putih seperti real madrid,"['timnas', 'pake', 'jersey', 'merah', 'seperti', 'mu', 'bapuk', 'jersey', 'putih', 'seperti', 'real', 'madrid']","['timnas', 'pake', 'jersey', 'merah', 'bapuk', 'jersey', 'putih', 'real', 'madrid']","['timnas', 'pake', 'jersey', 'merah', 'bapuk', 'jersey', 'putih', 'real', 'madrid']",timnas pake jersey merah bapuk jersey putih real madrid,negative
"from this highlight seems the refree is a low quality, with couple bad decisions in favour  the arabs. saudi was a past asia powerhouse now not anymore.🎉🎉 marcelino is the best player we got.",from this highlight seems the refree is low quality with couple bad decisions in favour the arabs saudi was past asia powerhouse now not anymore marcelino is the best player we got,"['from', 'this', 'highlight', 'seems', 'the', 'refree', 'is', 'low', 'quality', 'with', 'couple', 'bad', 'decisions', 'in', 'favour', 'the', 'arabs', 'saudi', 'was', 'past', 'asia', 'powerhouse', 'now', 'not', 'anymore', 'marcelino', 'is', 'the', 'best', 'player', 'we', 'got']","['highlight', 'seems', 'refree', 'low', 'quality', 'couple', 'bad', 'decisions', 'favour', 'arabs', 'saudi', 'past', 'asia', 'powerhouse', 'anymore', 'marcelino', 'best', 'player', 'got']","['highlight', 'seems', 'refree', 'low', 'quality', 'couple', 'bad', 'decisions', 'favour', 'arabs', 'saudi', 'past', 'asia', 'powerhouse', 'anymore', 'marcelino', 'best', 'player', 'got']",highlight seems refree low quality couple bad decisions favour arabs saudi past asia powerhouse anymore marcelino best player got,negative
08.30... malah pinter an Marteen paes daripada wasitnya/hakim garisnya(offside).sit wasit ada2 aja drama mu buat juragan minyak.😂😂,malah pinter an marteen paes daripada wasitnya hakim garisnya offside sit wasit ada saja drama mu buat juragan minyak,"['malah', 'pinter', 'an', 'marteen', 'paes', 'daripada', 'wasitnya', 'hakim', 'garisnya', 'offside', 'sit', 'wasit', 'ada', 'saja', 'drama', 'mu', 'buat', 'juragan', 'minyak']","['pinter', 'marteen', 'paes', 'wasitnya', 'hakim', 'garisnya', 'offside', 'sit', 'wasit', 'drama', 'juragan', 'minyak']","['pinter', 'marteen', 'paes', 'wasit', 'hakim', 'garis', 'offside', 'sit', 'wasit', 'drama', 'juragan', 'minyak']",pinter marteen paes wasit hakim garis offside sit wasit drama juragan minyak,negative
Sejak awal Paes gabung saya kasiham Sama Ernando...tapi setelag lihat Paes...saya tetap kasihan...kasihan pemain lain kalok Ernando main hehehhe,sejak awal paes gabung saya kasiham sama ernando tapi setelag lihat paes saya tetap kasihan kasihan pemain lain kalok ernando main hehehhe,"['sejak', 'awal', 'paes', 'gabung', 'saya', 'kasiham', 'sama', 'ernando', 'tapi', 'setelag', 'lihat', 'paes', 'saya', 'tetap', 'kasihan', 'kasihan', 'pemain', 'lain', 'kalok', 'ernando', 'main', 'hehehhe']","['paes', 'gabung', 'kasiham', 'ernando', 'setelag', 'lihat', 'paes', 'kasihan', 'kasihan', 'pemain', 'kalok', 'ernando', 'main', 'hehehhe']","['paes', 'gabung', 'kasiham', 'ernando', 'setelag', 'lihat', 'paes', 'kasihan', 'kasihan', 'main', 'kalok', 'ernando', 'main', 'hehehhe']",paes gabung kasiham ernando setelag lihat paes kasihan kasihan main kalok ernando main hehehhe,negative
"Membungkam media Arab Saudi yg meremeh kan, kita dianggap timbterlemah diround 3 ini, karena memang rank kita 133 jauh di bawah kontestan lainnya, bangga haru  melihat perjuangan punggawa timnas, kalian luar biasa bisa menahan imbang di kandang lawan...buat seluruh fans mari kita syukuri satu poin ini,jgn jumawa tetap ilmu padi..",membungkam media arab saudi yang meremeh kan kita dianggap timbterlemah diround ini karena memang rank kita jauh di bawah kontestan lainnya bangga haru melihat perjuangan punggawa timnas kalian luar biasa bisa menahan imbang di kandang lawan buat seluruh fans mari kita syukuri satu poin ini jangan jumawa tetap ilmu padi,"['membungkam', 'media', 'arab', 'saudi', 'yang', 'meremeh', 'kan', 'kita', 'dianggap', 'timbterlemah', 'diround', 'ini', 'karena', 'memang', 'rank', 'kita', 'jauh', 'di', 'bawah', 'kontestan', 'lainnya', 'bangga', 'haru', 'melihat', 'perjuangan', 'punggawa', 'timnas', 'kalian', 'luar', 'biasa', 'bisa', 'menahan', 'imbang', 'di', 'kandang', 'lawan', 'buat', 'seluruh', 'fans', 'mari', 'kita', 'syukuri', 'satu', 'poin', 'ini', 'jangan', 'jumawa', 'tetap', 'ilmu', 'padi']","['membungkam', 'media', 'arab', 'saudi', 'meremeh', 'dianggap', 'timbterlemah', 'diround', 'rank', 'kontestan', 'bangga', 'haru', 'perjuangan', 'punggawa', 'timnas', 'menahan', 'imbang', 'kandang', 'lawan', 'fans', 'mari', 'syukuri', 'poin', 'jumawa', 'ilmu', 'padi']","['bungkam', 'media', 'arab', 'saudi', 'remeh', 'anggap', 'timbterlemah', 'diround', 'rank', 'kontestan', 'bangga', 'haru', 'juang', 'punggawa', 'timnas', 'tahan', 'imbang', 'kandang', 'lawan', 'fans', 'mari', 'syukur', 'poin', 'jumawa', 'ilmu', 'padi']",bungkam media arab saudi remeh anggap timbterlemah diround rank kontestan bangga haru juang punggawa timnas tahan imbang kandang lawan fans mari syukur poin jumawa ilmu padi,negative
"Jujur sih gua bingung ,Siapa yang kasih recomend arhan masuk gantiin mercelino .padahal gua pengen lihat eliano di posisi itu",jujur sih saya bingung siapa yang kasih recomend arhan masuk gantiin mercelino padahal saya ingin lihat eliano di posisi itu,"['jujur', 'sih', 'saya', 'bingung', 'siapa', 'yang', 'kasih', 'recomend', 'arhan', 'masuk', 'gantiin', 'mercelino', 'padahal', 'saya', 'ingin', 'lihat', 'eliano', 'di', 'posisi', 'itu']","['jujur', 'sih', 'bingung', 'kasih', 'recomend', 'arhan', 'masuk', 'gantiin', 'mercelino', 'lihat', 'eliano', 'posisi']","['jujur', 'sih', 'bingung', 'kasih', 'recomend', 'arhan', 'masuk', 'gantiin', 'mercelino', 'lihat', 'eliano', 'posisi']",jujur sih bingung kasih recomend arhan masuk gantiin mercelino lihat eliano posisi,negative
bung towel sedih timnas bisa menang lawan arab saudi,bung towel sedih timnas bisa menang lawan arab saudi,"['bung', 'towel', 'sedih', 'timnas', 'bisa', 'menang', 'lawan', 'arab', 'saudi']","['towel', 'sedih', 'timnas', 'menang', 'lawan', 'arab', 'saudi']","['towel', 'sedih', 'timnas', 'menang', 'lawan', 'arab', 'saudi']",towel sedih timnas menang lawan arab saudi,negative
"Rizky Ridho kalah duel,selalu kehilangan bola bahkan kelilangan lawan. sudah kita sarankan turunkan Ego,Elkan Bagot panggil duduk dibangku cadangan pun jadi tapi tersedia saat2 genting. jangan seperti piala asia dan menuju Olimpiade lawan Guine, Bagot entah dimana2 dipanggil.bisa jadi kondisi fisik tidak 100% ,jadi kalau Elakn tidak datang kala itu ada alasannya hanya daja Bagit tidak sampaikan alasan tiu,salahnya disitu.",rizky ridho kalah duel selalu kehilangan bola bahkan kelilangan lawan sudah kita sarankan turunkan ego elkan bagot panggil duduk dibangku cadangan pun jadi tapi tersedia saat genting jangan seperti piala asia dan menuju olimpiade lawan guine bagot entah dimana dipanggil bisa jadi kondisi fisik tidak jadi kalau elakn tidak datang kala itu ada alasannya hanya daja bagit tidak sampaikan alasan tiu salahnya disitu,"['rizky', 'ridho', 'kalah', 'duel', 'selalu', 'kehilangan', 'bola', 'bahkan', 'kelilangan', 'lawan', 'sudah', 'kita', 'sarankan', 'turunkan', 'ego', 'elkan', 'bagot', 'panggil', 'duduk', 'dibangku', 'cadangan', 'pun', 'jadi', 'tapi', 'tersedia', 'saat', 'genting', 'jangan', 'seperti', 'piala', 'asia', 'dan', 'menuju', 'olimpiade', 'lawan', 'guine', 'bagot', 'entah', 'dimana', 'dipanggil', 'bisa', 'jadi', 'kondisi', 'fisik', 'tidak', 'jadi', 'kalau', 'elakn', 'tidak', 'datang', 'kala', 'itu', 'ada', 'alasannya', 'hanya', 'daja', 'bagit', 'tidak', 'sampaikan', 'alasan', 'tiu', 'salahnya', 'disitu']","['rizky', 'ridho', 'kalah', 'duel', 'kehilangan', 'bola', 'kelilangan', 'lawan', 'sarankan', 'turunkan', 'ego', 'elkan', 'bagot', 'panggil', 'duduk', 'dibangku', 'cadangan', 'tersedia', 'genting', 'piala', 'asia', 'olimpiade', 'lawan', 'guine', 'bagot', 'dimana', 'dipanggil', 'kondisi', 'fisik', 'elakn', 'alasannya', 'daja', 'bagit', 'alasan', 'tiu', 'salahnya', 'disitu']","['rizky', 'ridho', 'kalah', 'duel', 'hilang', 'bola', 'kelilangan', 'lawan', 'saran', 'turun', 'ego', 'elkan', 'bagot', 'panggil', 'duduk', 'bang', 'cadang', 'sedia', 'genting', 'piala', 'asia', 'olimpiade', 'lawan', 'guine', 'bagot', 'mana', 'panggil', 'kondisi', 'fisik', 'elakn', 'alas', 'daja', 'bagit', 'alas', 'tiu', 'salah', 'situ']",rizky ridho kalah duel hilang bola kelilangan lawan saran turun ego elkan bagot panggil duduk bang cadang sedia genting piala asia olimpiade lawan guine bagot mana panggil kondisi fisik elakn alas daja bagit alas tiu salah situ,negative
Orang keenam yg menonton ulang siaran ini😂🎉,orang keenam yang menonton ulang siaran ini,"['orang', 'keenam', 'yang', 'menonton', 'ulang', 'siaran', 'ini']","['orang', 'keenam', 'menonton', 'ulang', 'siaran']","['orang', 'enam', 'tonton', 'ulang', 'siar']",orang enam tonton ulang siar,negative
Asli terharu tidak terasa sampai meneteskan air mata saking bangganya melihat kemenangan timnas..semoga lolos OTW piala Dunia garudaku.....🔥💪,asli terharu tidak terasa sampai meneteskan air mata saking bangganya melihat kemenangan timnas semoga lolos otw piala dunia garudaku,"['asli', 'terharu', 'tidak', 'terasa', 'sampai', 'meneteskan', 'air', 'mata', 'saking', 'bangganya', 'melihat', 'kemenangan', 'timnas', 'semoga', 'lolos', 'otw', 'piala', 'dunia', 'garudaku']","['asli', 'terharu', 'meneteskan', 'air', 'mata', 'saking', 'bangganya', 'kemenangan', 'timnas', 'semoga', 'lolos', 'otw', 'piala', 'dunia', 'garudaku']","['asli', 'haru', 'tetes', 'air', 'mata', 'saking', 'bangga', 'menang', 'timnas', 'moga', 'lolos', 'otw', 'piala', 'dunia', 'garuda']",asli haru tetes air mata saking bangga menang timnas moga lolos otw piala dunia garuda,negative
Cukup keren lah ..tandang masih bisa perlawanan melawan salah satu langganan piala dunia...,cukup keren lah tandang masih bisa perlawanan melawan salah satu langganan piala dunia,"['cukup', 'keren', 'lah', 'tandang', 'masih', 'bisa', 'perlawanan', 'melawan', 'salah', 'satu', 'langganan', 'piala', 'dunia']","['keren', 'tandang', 'perlawanan', 'melawan', 'salah', 'langganan', 'piala', 'dunia']","['keren', 'tandang', 'lawan', 'lawan', 'salah', 'langgan', 'piala', 'dunia']",keren tandang lawan lawan salah langgan piala dunia,negative
Nama nya juga indonesia menang di sanjung kalah di caci maki itulah watak sebagian orang indonesia,nama nya juga indonesia menang di sanjung kalah di caci maki itulah watak sebagian orang indonesia,"['nama', 'nya', 'juga', 'indonesia', 'menang', 'di', 'sanjung', 'kalah', 'di', 'caci', 'maki', 'itulah', 'watak', 'sebagian', 'orang', 'indonesia']","['nama', 'indonesia', 'menang', 'sanjung', 'kalah', 'caci', 'maki', 'watak', 'orang', 'indonesia']","['nama', 'indonesia', 'menang', 'sanjung', 'kalah', 'caci', 'maki', 'watak', 'orang', 'indonesia']",nama indonesia menang sanjung kalah caci maki watak orang indonesia,negative
"Kalau pakai baju putih auto seri atau menang..
Baju merah auto kalah",kalau pakai baju putih auto seri atau menang baju merah auto kalah,"['kalau', 'pakai', 'baju', 'putih', 'auto', 'seri', 'atau', 'menang', 'baju', 'merah', 'auto', 'kalah']","['pakai', 'baju', 'putih', 'auto', 'seri', 'menang', 'baju', 'merah', 'auto', 'kalah']","['pakai', 'baju', 'putih', 'auto', 'seri', 'menang', 'baju', 'merah', 'auto', 'kalah']",pakai baju putih auto seri menang baju merah auto kalah,negative
msh bnyk pelanggaran2 didaerah pertahanan bikin deg2an aplgi deket2 kotak penalti 😢 mantap timnas semua bermain mati2an sampe bnyk yg cedera 👍👌💪,msh banyak pelanggaran didaerah pertahanan bikin deg an aplgi deket kotak penalti mantap timnas semua bermain mati an sampai banyak yang cedera,"['msh', 'banyak', 'pelanggaran', 'didaerah', 'pertahanan', 'bikin', 'deg', 'an', 'aplgi', 'deket', 'kotak', 'penalti', 'mantap', 'timnas', 'semua', 'bermain', 'mati', 'an', 'sampai', 'banyak', 'yang', 'cedera']","['msh', 'pelanggaran', 'didaerah', 'pertahanan', 'bikin', 'deg', 'aplgi', 'deket', 'kotak', 'penalti', 'mantap', 'timnas', 'bermain', 'mati', 'cedera']","['msh', 'langgar', 'daerah', 'tahan', 'bikin', 'deg', 'aplgi', 'deket', 'kotak', 'penalti', 'mantap', 'timnas', 'main', 'mati', 'cedera']",msh langgar daerah tahan bikin deg aplgi deket kotak penalti mantap timnas main mati cedera,negative
Sora eta peura bung,sora eta peura bung,"['sora', 'eta', 'peura', 'bung']","['sora', 'eta', 'peura']","['sora', 'eta', 'peura']",sora eta peura,negative
"Beck arab blunder  padahal para beck mereka bisa antisipasi kedua goal marselino,jadi pengalaman bagi pemain timnas",beck arab blunder padahal para beck mereka bisa antisipasi kedua goal marselino jadi pengalaman bagi pemain timnas,"['beck', 'arab', 'blunder', 'padahal', 'para', 'beck', 'mereka', 'bisa', 'antisipasi', 'kedua', 'goal', 'marselino', 'jadi', 'pengalaman', 'bagi', 'pemain', 'timnas']","['beck', 'arab', 'blunder', 'beck', 'antisipasi', 'goal', 'marselino', 'pengalaman', 'pemain', 'timnas']","['beck', 'arab', 'blunder', 'beck', 'antisipasi', 'goal', 'marselino', 'alam', 'main', 'timnas']",beck arab blunder beck antisipasi goal marselino alam main timnas,negative
Ntenyuh hatiku❤ sangat terharu perjuangan indonesia🔥🔥🔥💪🇮🇩,ntenyuh hatiku sangat terharu perjuangan indonesia,"['ntenyuh', 'hatiku', 'sangat', 'terharu', 'perjuangan', 'indonesia']","['ntenyuh', 'hatiku', 'terharu', 'perjuangan', 'indonesia']","['ntenyuh', 'hati', 'haru', 'juang', 'indonesia']",ntenyuh hati haru juang indonesia,negative
Gazzzz🎉🎉,gazz,['gazz'],['gazz'],['gazz'],gazz,negative
"Joss joss laki jebol gawan , pansii :(",joss joss laki jebol gawan pansii,"['joss', 'joss', 'laki', 'jebol', 'gawan', 'pansii']","['joss', 'joss', 'laki', 'jebol', 'gawan', 'pansii']","['joss', 'joss', 'laki', 'jebol', 'gawan', 'pansii']",joss joss laki jebol gawan pansii,negative
Paes nangkap penalti kan udh nangkap tendangam messi,paes nangkap penalti kan sudah nangkap tendangam messi,"['paes', 'nangkap', 'penalti', 'kan', 'sudah', 'nangkap', 'tendangam', 'messi']","['paes', 'nangkap', 'penalti', 'nangkap', 'tendangam', 'messi']","['paes', 'nangkap', 'penalti', 'nangkap', 'tendangam', 'messi']",paes nangkap penalti nangkap tendangam messi,negative
Kalau masih ada pribumi ya ga bakal lolos pildun,kalau masih ada pribumi iya tidak bakal lolos pildun,"['kalau', 'masih', 'ada', 'pribumi', 'iya', 'tidak', 'bakal', 'lolos', 'pildun']","['pribumi', 'iya', 'lolos', 'pildun']","['pribumi', 'iya', 'lolos', 'pildun']",pribumi iya lolos pildun,negative
"❤❤❤lino tutup mulut netizen yg suka olok"" Slm dri NTT",lino tutup mulut netizen yang suka olok slm dari ntt,"['lino', 'tutup', 'mulut', 'netizen', 'yang', 'suka', 'olok', 'slm', 'dari', 'ntt']","['lino', 'tutup', 'mulut', 'netizen', 'suka', 'olok', 'slm', 'ntt']","['lino', 'tutup', 'mulut', 'netizen', 'suka', 'olok', 'slm', 'ntt']",lino tutup mulut netizen suka olok slm ntt,negative
Menangis haru gua liat permainan gini,menangis haru saya lihat permainan gini,"['menangis', 'haru', 'saya', 'lihat', 'permainan', 'gini']","['menangis', 'haru', 'lihat', 'permainan', 'gini']","['menang', 'haru', 'lihat', 'main', 'gin']",menang haru lihat main gin,negative
wasit vangke ampe 100 menit,wasit vangke ampe menit,"['wasit', 'vangke', 'ampe', 'menit']","['wasit', 'vangke', 'ampe', 'menit']","['wasit', 'vangke', 'ampe', 'menit']",wasit vangke ampe menit,negative
"Luar biasa tim garuda Indonesia, luar biasa ,luar biasa👍👍👍👍👍 sangat memuaskan,semoga pertandingan selanjut nya bisa menang lawan Australia, amiiin🤲 ,pertandingan kali ini sangat luar biasa 👍, arab saudi , aksi banyak drama difing , sama seperti qatar ,tim garuda indonesia sangat luar biasa , memuaskan",luar biasa tim garuda indonesia luar biasa luar biasa sangat memuaskan semoga pertandingan selanjut nya bisa menang lawan australia amiin pertandingan kali ini sangat luar biasa arab saudi aksi banyak drama difing sama seperti qatar tim garuda indonesia sangat luar biasa memuaskan,"['luar', 'biasa', 'tim', 'garuda', 'indonesia', 'luar', 'biasa', 'luar', 'biasa', 'sangat', 'memuaskan', 'semoga', 'pertandingan', 'selanjut', 'nya', 'bisa', 'menang', 'lawan', 'australia', 'amiin', 'pertandingan', 'kali', 'ini', 'sangat', 'luar', 'biasa', 'arab', 'saudi', 'aksi', 'banyak', 'drama', 'difing', 'sama', 'seperti', 'qatar', 'tim', 'garuda', 'indonesia', 'sangat', 'luar', 'biasa', 'memuaskan']","['tim', 'garuda', 'indonesia', 'memuaskan', 'semoga', 'pertandingan', 'selanjut', 'menang', 'lawan', 'australia', 'amiin', 'pertandingan', 'kali', 'arab', 'saudi', 'aksi', 'drama', 'difing', 'qatar', 'tim', 'garuda', 'indonesia', 'memuaskan']","['tim', 'garuda', 'indonesia', 'muas', 'moga', 'tanding', 'lanjut', 'menang', 'lawan', 'australia', 'amiin', 'tanding', 'kali', 'arab', 'saudi', 'aksi', 'drama', 'difing', 'qatar', 'tim', 'garuda', 'indonesia', 'muas']",tim garuda indonesia muas moga tanding lanjut menang lawan australia amiin tanding kali arab saudi aksi drama difing qatar tim garuda indonesia muas,negative
Pasti yang menghujat ikut merayakan😂,pasti yang menghujat ikut merayakan,"['pasti', 'yang', 'menghujat', 'ikut', 'merayakan']","['menghujat', 'merayakan']","['hujat', 'raya']",hujat raya,negative
BUSENG 97 JADI 99 GILAAAA ARAB,buseng jadi gilaa arab,"['buseng', 'jadi', 'gilaa', 'arab']","['buseng', 'gilaa', 'arab']","['buseng', 'gilaa', 'arab']",buseng gilaa arab,negative
Komentator apasih🤮,komentator apasih,"['komentator', 'apasih']","['komentator', 'apasih']","['komentator', 'apasih']",komentator apasih,negative
